ordinal	row_key	catalog_source	catalog_key	deployed	name	example	dataset	formula	family_explicit	family_description_claim	claimed_source_url	dataset_source_urls	source_file	hidden_claim	verified_claim	deployed_renderer_family_claim	deployed_family_provenance	retrieved_at	http_status	curl_exit	final_url	content_type	citation_authority_class	data_only_citation	formula_exact_observed	formula_terms_observed	formula_terms_missing	formula_support	family_support	dataset_support	semantic_support_verdict	semantic_support_reason	correction_with_evidence	evidence_anchor	body_sha256
92	bambi/plot_pred_linear	bambi	plot_pred_linear	true	Plot Predictions — Linear Regression (mtcars)	plot_predictions	plot_predictions	mpg ~ 0 + hp * wt + cyl + gear		gaussian	https://bambinos.github.io/bambi/notebooks/plot_predictions.html	https://ndownloader.figshare.com/files/40208785	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.592202+00:00	200	0	https://bambinos.github.io/bambi/notebooks/plot_predictions.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	mpg,cyl,gear		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=8273; matched_terms=cyl,gear,mpg,mtcars; context_sha256=8858e609c36ef089	6b68089a312b80350b36da48667d8ea84c395e817f4789b2541cbf13d9f44b3a
93	bambi/plot_pred_nb	bambi	plot_pred_nb	true	Plot Predictions — Negative Binomial (Student Absences)	plot_predictions	negative_binomial	daysabs ~ 0 + prog + scale(math) + prog:scale(math)		negativebinomial	https://bambinos.github.io/bambi/notebooks/plot_predictions.html	https://stats.idre.ucla.edu/stat/stata/dae/nb_data.dta	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.592202+00:00	200	0	https://bambinos.github.io/bambi/notebooks/plot_predictions.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	daysabs,prog,scale,math		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=20456; matched_terms=absences,daysabs,prog; context_sha256=00bf11f570d55b21	6b68089a312b80350b36da48667d8ea84c395e817f4789b2541cbf13d9f44b3a
94	bambi/plot_pred_logistic	bambi	plot_pred_logistic	true	Plot Predictions — Logistic Regression (Movies)	plot_predictions	plot_pred_movies	certified_fresh ~ 0 + scale(length) * style		bernoulli	https://bambinos.github.io/bambi/notebooks/plot_predictions.html	https://vincentarelbundock.github.io/Rdatasets/csv/ggplot2movies/movies.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.592202+00:00	200	0	https://bambinos.github.io/bambi/notebooks/plot_predictions.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	certified_fresh,scale,length,style		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=0; matched_terms=logistic,plot,predictions,regression; context_sha256=a0ef9dea4803ea5f	6b68089a312b80350b36da48667d8ea84c395e817f4789b2541cbf13d9f44b3a
95	bambi/plot_pred_distr	bambi	plot_pred_distr	true	Plot Predictions — Distributional Gamma	plot_predictions	distributional_synth	y ~ x  +  alpha ~ x		gamma	https://bambinos.github.io/bambi/notebooks/plot_predictions.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.592202+00:00	200	0	https://bambinos.github.io/bambi/notebooks/plot_predictions.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true			exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=0; matched_terms=plot,predictions; context_sha256=a0ef9dea4803ea5f	6b68089a312b80350b36da48667d8ea84c395e817f4789b2541cbf13d9f44b3a
96	bambi/plot_comp_zip	bambi	plot_comp_zip	true	Plot Comparisons — ZIP Fish Count	plot_comparisons	plot_comparisons	count ~ livebait + camper + persons + child		zero_inflated_poisson	https://bambinos.github.io/bambi/notebooks/plot_comparisons.html	https://stats.idre.ucla.edu/stat/data/fish.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.584793+00:00	200	0	https://bambinos.github.io/bambi/notebooks/plot_comparisons.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	count,livebait,camper,persons,child		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=7532; matched_terms=camper,child,fish,livebait,persons; context_sha256=515f94543c072c11	07d4e5a60f376398cecd92dc232f42d2a2299bc96cfa83d426784a55a6425a9b
97	bambi/plot_comp_logistic	bambi	plot_comp_logistic	true	Plot Comparisons — Logistic Titanic Survival	plot_comparisons	titanic	Survived ~ PClass * SexCode * Age		bernoulli	https://bambinos.github.io/bambi/notebooks/plot_comparisons.html	https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Titanic.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.584793+00:00	200	0	https://bambinos.github.io/bambi/notebooks/plot_comparisons.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	survived,pclass,sexcode,age		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=25375; matched_terms=pclass,sexcode,survived,titanic; context_sha256=5f9e0f9d56bda82f	07d4e5a60f376398cecd92dc232f42d2a2299bc96cfa83d426784a55a6425a9b
98	bambi/plot_slopes_main	bambi	plot_slopes_main	true	Plot Slopes — Main Effects	plot_slopes	plot_slopes	switch ~ dist100 + arsenic + educ4		bernoulli	https://bambinos.github.io/bambi/notebooks/plot_slopes.html	https://vincentarelbundock.github.io/Rdatasets/csv/carData/Wells.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.602190+00:00	200	0	https://bambinos.github.io/bambi/notebooks/plot_slopes.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	switch,dist100,arsenic,educ4		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=0; matched_terms=effects,plot,slopes; context_sha256=755eaf7dbddfdc3e	98c5f2c6e86d94f1206621e95113d3188f857cff0ea255943217d24308beed33
99	bambi/plot_slopes_interaction	bambi	plot_slopes_interaction	true	Plot Slopes — With Interactions	plot_slopes	plot_slopes	switch ~ dist100 + arsenic + educ4 + dist100:educ4 + arsenic:educ4		bernoulli	https://bambinos.github.io/bambi/notebooks/plot_slopes.html	https://vincentarelbundock.github.io/Rdatasets/csv/carData/Wells.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.602190+00:00	200	0	https://bambinos.github.io/bambi/notebooks/plot_slopes.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	switch,dist100,arsenic,educ4		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=0; matched_terms=plot,slopes,with; context_sha256=755eaf7dbddfdc3e	98c5f2c6e86d94f1206621e95113d3188f857cff0ea255943217d24308beed33
100	bambi/alternative_samplers	bambi	alternative_samplers	true	Using Other Samplers — JAX-Based Samplers	alternative_samplers	alternative_samplers	y ~ x		gaussian	https://bambinos.github.io/bambi/notebooks/alternative_samplers.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.540278+00:00	200	0	https://bambinos.github.io/bambi/notebooks/alternative_samplers.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false			insufficient_terms:0/0	explicit_token_present	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=2335; matched_terms=jax,samplers; context_sha256=6422cae3c84d7fee	6feb082cb5c26e22247346b4bd42f5643751bb15baf7b8f2ab087f39020d256d
101	brms/cbpp_binomial	brms	cbpp_binomial	true	Custom Families — Standard Binomial GLMM	cbpp	cbpp	incidence | trials(size) ~ period + (1|herd)			https://paulbuerkner.com/brms/articles/brms_customfamilies.html	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/cbpp.csv	brms.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.937281+00:00	200	0	https://paulbuerkner.com/brms/articles/brms_customfamilies.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	incidence,trials,size,period,herd		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=1363; matched_terms=cbpp,herd,incidence,period,size,trials; context_sha256=87cbaf3b3e4e6995	f249e80402f17f831b5c152855b3ae4ddfa734e30f55f935ac82ddb4c1415579
102	brms/cbpp_beta_binomial	brms	cbpp_beta_binomial	true	Custom Families — Beta-Binomial GLMM	cbpp	cbpp	incidence | vint(size) ~ period + (1|herd)			https://paulbuerkner.com/brms/articles/brms_customfamilies.html	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/cbpp.csv	brms.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.937281+00:00	200	0	https://paulbuerkner.com/brms/articles/brms_customfamilies.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	incidence,vint,size,period,herd		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=1363; matched_terms=cbpp,herd,incidence,period,size; context_sha256=87cbaf3b3e4e6995	f249e80402f17f831b5c152855b3ae4ddfa734e30f55f935ac82ddb4c1415579
103	brms/distreg_normal	brms	distreg_normal	true	Distributional Regression — Location-Scale Normal	distreg	distreg_dat1	bf(symptom_post ~ group, sigma ~ group)			https://paulbuerkner.com/brms/articles/brms_distreg.html	synthetic	brms.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.939583+00:00	200	0	https://paulbuerkner.com/brms/articles/brms_distreg.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	symptom_post,group		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=425; matched_terms=distributional,location,regression,scale; context_sha256=9da75331fa7ca5b3	47179d08c36f3ab1bb5679d78acaf48f9ce8815c5e7e5469d7a7deb0d47a00ce
104	brms/distreg_nb	brms	distreg_nb	true	Distributional Regression — Negative Binomial Counts	distreg	distreg_fish	count ~ persons + child + camper			https://paulbuerkner.com/brms/articles/brms_distreg.html	http://paulbuerkner.com/data/fish.csv	brms.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.939583+00:00	200	0	https://paulbuerkner.com/brms/articles/brms_distreg.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	count,persons,child,camper		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=7193; matched_terms=camper,child,count,persons; context_sha256=bc03350948706b21	47179d08c36f3ab1bb5679d78acaf48f9ce8815c5e7e5469d7a7deb0d47a00ce
105	brms/distreg_zip	brms	distreg_zip	true	Distributional Regression — Zero-Inflated Poisson	distreg	distreg_fish	bf(count ~ persons + child + camper, zi ~ child)			https://paulbuerkner.com/brms/articles/brms_distreg.html	http://paulbuerkner.com/data/fish.csv	brms.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.939583+00:00	200	0	https://paulbuerkner.com/brms/articles/brms_distreg.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	count,persons,child,camper		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=7193; matched_terms=camper,child,count,persons; context_sha256=bc03350948706b21	47179d08c36f3ab1bb5679d78acaf48f9ce8815c5e7e5469d7a7deb0d47a00ce
106	brms/distreg_gam	brms	distreg_gam	true	Distributional Regression — Smooth GAM	distreg	distreg_gam	bf(y ~ s(x1) + s(x2) + (1|fac), sigma ~ s(x0) + (1|fac))			https://paulbuerkner.com/brms/articles/brms_distreg.html	synthetic	brms.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.939583+00:00	200	0	https://paulbuerkner.com/brms/articles/brms_distreg.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	fac		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=11; matched_terms=distributional,regression; context_sha256=1d21d8235c8f46eb	47179d08c36f3ab1bb5679d78acaf48f9ce8815c5e7e5469d7a7deb0d47a00ce
107	brms/nhanes_imputed	brms	nhanes_imputed	true	Handle Missing Values — Multiple Imputation	nhanes	nhanes	bmi ~ age * chl			https://paulbuerkner.com/brms/articles/brms_missings.html	https://vincentarelbundock.github.io/Rdatasets/csv/mice/nhanes.csv	brms.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.942004+00:00	200	0	https://paulbuerkner.com/brms/articles/brms_missings.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	bmi,age,chl		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=1075; matched_terms=bmi,chl,imputation,multiple,nhanes; context_sha256=c2d6b14cff60be16	89df3726b04404037f14d895c50a5dd59bebaf18a98625e24a5254e124467259
108	brms/nhanes_joint	brms	nhanes_joint	true	Handle Missing Values — Joint Imputation Model	nhanes	nhanes	bf(bmi | mi() ~ age * mi(chl)) + bf(chl | mi() ~ age) + set_rescor(FALSE)			https://paulbuerkner.com/brms/articles/brms_missings.html	https://vincentarelbundock.github.io/Rdatasets/csv/mice/nhanes.csv	brms.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.942004+00:00	200	0	https://paulbuerkner.com/brms/articles/brms_missings.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	bmi,age,chl,set_rescor		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=1075; matched_terms=bmi,chl,imputation,model,nhanes; context_sha256=c2d6b14cff60be16	89df3726b04404037f14d895c50a5dd59bebaf18a98625e24a5254e124467259
109	brms/nhanes_error	brms	nhanes_error	true	Handle Missing Values — Measurement Error Variant	nhanes	nhanes	bf(bmi | mi() ~ age * mi(chl)) + bf(chl | mi(se = se_chl) ~ age) + set_rescor(FALSE)			https://paulbuerkner.com/brms/articles/brms_missings.html	https://vincentarelbundock.github.io/Rdatasets/csv/mice/nhanes.csv	brms.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.942004+00:00	200	0	https://paulbuerkner.com/brms/articles/brms_missings.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false	bmi,age,chl,set_rescor	se_chl	partial_semantic_terms:4/5	not_claimed	name_or_key_present	adapted-but-defensible	The source contains the model's distinctive response/predictor terms but not the exact catalog formula; the catalog expression is an adaptation.		text_offset=108; matched_terms=age,handle,missing,values; context_sha256=2b7baba0456f00a5	89df3726b04404037f14d895c50a5dd59bebaf18a98625e24a5254e124467259
110	brms/income_mo	brms	income_mo	true	Monotonic Effects — Main Effect	income	income	ls ~ mo(income)			https://paulbuerkner.com/brms/articles/brms_monotonic.html	synthetic	brms.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.945438+00:00	200	0	https://paulbuerkner.com/brms/articles/brms_monotonic.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	income		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=2515; matched_terms=income,main; context_sha256=628901b5e2010317	a70d1695d23774eec151d7163ea5b78d4ab4648d048e11565cb133e757b3c025
111	brms/income_num	brms	income_num	true	Monotonic Effects — Numeric Comparison	income	income	ls ~ income_num			https://paulbuerkner.com/brms/articles/brms_monotonic.html	synthetic	brms.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.945438+00:00	200	0	https://paulbuerkner.com/brms/articles/brms_monotonic.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	income_num		exact_text_present	not_claimed	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=4716; matched_terms=income_num,numeric; context_sha256=b67e6b58b9effc46	a70d1695d23774eec151d7163ea5b78d4ab4648d048e11565cb133e757b3c025
