ordinal	row_key	catalog_source	catalog_key	deployed	name	example	dataset	formula	family_explicit	family_description_claim	claimed_source_url	dataset_source_urls	source_file	hidden_claim	verified_claim	description
320	mixed_models_jl/dyestuff_re	mixed_models_jl	dyestuff_re	true	Dyestuff — Minimal Random-Intercept LMM	dyestuff	dyestuff	Yield ~ 1 + (1 | Batch)	gaussian		https://juliastats.org/MixedModels.jl/stable/constructors/	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Dyestuff.csv	mixed_models_jl.jl			The canonical introductory LMM in MixedModels.jl: one variance component for batch-to-batch variability, no fixed covariates.  ```julia fit(LinearMixedModel, @formula(Yield ~ 1 + (1 | Batch)), dyestuff) ```  Note: MixedModels.jl's bundled copy uses lowercase `yield`/`batch`; the Rdatasets CSV uses `Yield`/`Batch`.
321	mixed_models_jl/sleepstudy_slope	mixed_models_jl	sleepstudy_slope	true	Sleep Deprivation — Correlated Random Slopes	sleep_deprivation	sleepstudy	Reaction ~ 1 + Days + (1 + Days | Subject)	gaussian		https://juliastats.org/MixedModels.jl/stable/constructors/	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/sleepstudy.csv	mixed_models_jl.jl			LMM with correlated by-subject random slope and intercept for `Days`. Idiomatic MixedModels.jl style writes explicit `1 +` intercepts.  ```julia fit(LinearMixedModel, @formula(Reaction ~ 1 + Days + (1 + Days | Subject)), sleepstudy) ```
322	mixed_models_jl/sleepstudy_zerocorr	mixed_models_jl	sleepstudy_zerocorr	true	Sleep Deprivation — Uncorrelated Random Slopes (zerocorr)	sleep_deprivation	sleepstudy	Reaction ~ 1 + Days + zerocorr(1 + Days | Subject)	gaussian		https://juliastats.org/MixedModels.jl/stable/constructors/	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/sleepstudy.csv	mixed_models_jl.jl			Same as the correlated model but with the off-diagonal covariance forced to zero. MixedModels.jl uses `zerocorr()` instead of lme4's `(x || g)` syntax.  ```julia fit(LinearMixedModel,     @formula(Reaction ~ 1 + Days + zerocorr(1 + Days | Subject)), sleepstudy) ```
323	mixed_models_jl/penicillin_crossed	mixed_models_jl	penicillin_crossed	true	Penicillin — Crossed Random Intercepts	penicillin	penicillin	diameter ~ 1 + (1 | plate) + (1 | sample)	gaussian		https://juliastats.org/MixedModels.jl/stable/constructors/	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Penicillin.csv	mixed_models_jl.jl			LMM with two fully crossed random intercepts. Neither `plate` nor `sample` is nested within the other; both random intercepts appear additively.  ```julia fit(LinearMixedModel,     @formula(diameter ~ 1 + (1 | plate) + (1 | sample)), penicillin) ```
324	mixed_models_jl/pastes_nested	mixed_models_jl	pastes_nested	true	Pastes — Nested Random Effects	pastes	pastes	strength ~ 1 + (1 | batch/cask)	gaussian		https://juliastats.org/MixedModels.jl/stable/constructors/	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Pastes.csv	mixed_models_jl.jl			LMM with nested random effects: `batch/cask` expands to `(1|batch) + (1|batch:cask)`. Cask labels are local to each batch.  ```julia fit(LinearMixedModel, @formula(strength ~ 1 + (1 | batch/cask)), pastes) ```
325	mixed_models_jl/verbagg_crossed	mixed_models_jl	verbagg_crossed	true	Verbal Aggression — Bernoulli GLMM, Crossed Random Effects	verbal_aggression	verbagg	r2 ~ 1 + Anger + Gender + btype + situ + (1 | id) + (1 | item)	bernoulli		https://juliastats.org/MixedModels.jl/stable/constructors/	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/VerbAgg.csv	mixed_models_jl.jl			Bernoulli GLMM with two crossed random intercepts (subjects × items). `r2` recoded from Y/N to integer 0/1.  ```julia fit(GeneralizedLinearMixedModel,     @formula(r2 ~ 1 + Anger + Gender + btype + situ + (1|id) + (1|item)),     verbagg, Bernoulli()) ```
326	mixed_models_jl/contraception_glmm	mixed_models_jl	contraception_glmm	true	Contraception — Bernoulli GLMM with Polynomial Age	contraception	contraception	use ~ 1 + age + abs2(age) + livch + urban + (1 | district)	bernoulli		https://juliastats.org/MixedModels.jl/stable/constructors/	https://vincentarelbundock.github.io/Rdatasets/csv/mlmRev/Contraception.csv	mixed_models_jl.jl			Bernoulli GLMM for contraception use in Bangladesh. MixedModels.jl uses `abs2()` (squaring function) inside `@formula` instead of R's `I(age^2)`. `use` recoded from Y/N to integer 0/1.  ```julia fit(GeneralizedLinearMixedModel,     @formula(use ~ 1 + age + abs2(age) + livch + urban + (1|district)),     contraception, Bernoulli()) ```
327	inla/cement_lm	inla	cement_lm	true	Cement — Gaussian Linear Model (no random effects)	cement	cement	y ~ x1 + x2 + x3 + x4			https://becarioprecario.bitbucket.io/inla-gitbook/ch-INLA.html	https://vincentarelbundock.github.io/Rdatasets/csv/MASS/cement.csv	inla.jl			"`inla()` with `family = ""gaussian""` — the simplest INLA use case, equivalent to `lm()` but with Bayesian inference via INLA. Demonstrates default weakly-informative priors on regression coefficients."
328	inla/penicillin_iid	inla	penicillin_iid	true	Penicillin — Gaussian GLMM with IID Random Intercept	penicillin	penicillin	diameter ~ 1 + sample + f(plate_id, model = 'iid')			https://becarioprecario.bitbucket.io/inla-gitbook/ch-multilevel.html	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Penicillin.csv	inla.jl			"`f(plate_id, model = ""iid"")` specifies exchangeable random intercepts per assay plate — the INLA equivalent of `(1|plate)` in lme4.  Gaussian family."
329	inla/sleepstudy_iid	inla	sleepstudy_iid	true	Sleep Deprivation — Gaussian GLMM with IID Random Intercept	sleepstudy	sleepstudy_inla	Reaction ~ 1 + Days + f(subject_id, model = 'iid')			https://becarioprecario.bitbucket.io/inla-gitbook/ch-multilevel.html	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/sleepstudy.csv	inla.jl			Random intercept per subject; `subject_id` is the numeric version of `Subject`. Gaussian family.  Equivalent to `lmer(Reaction ~ Days + (1|Subject))`.
330	inla/sleepstudy_slopes	inla	sleepstudy_slopes	true	Sleep Deprivation — Gaussian GLMM with IID Random Slopes	sleepstudy	sleepstudy_inla	Reaction ~ 1 + f(subject_id, Days, model = 'iid')			https://becarioprecario.bitbucket.io/inla-gitbook/ch-multilevel.html	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/sleepstudy.csv	inla.jl			Random slopes model: `f(subject_id, Days, ...)` specifies subject-specific slopes for `Days` — the INLA way of writing `(0 + Days | Subject)`.  Gaussian family.
331	inla/airp_rw1	inla	airp_rw1	true	Airline Passengers — Random Walk (RW1) Temporal Smoothing	airpassengers_temporal	airpassengers	log_y ~ 0 + f(t, model = 'rw1')			https://becarioprecario.bitbucket.io/inla-gitbook/ch-temporal.html	synthetic	inla.jl			First-order random walk latent field on the time index `t`; the intercept is absorbed into the random walk (hence `0 +`).  Gaussian family.  Equivalent to a Bayesian smoothing spline.
332	inla/airp_rw2	inla	airp_rw2	true	Airline Passengers — Random Walk (RW2) Temporal Smoothing	airpassengers_temporal	airpassengers	log_y ~ 0 + f(t, model = 'rw2')			https://becarioprecario.bitbucket.io/inla-gitbook/ch-temporal.html	synthetic	inla.jl			Second-order random walk; smoother than RW1, penalises second differences. Equivalent to cubic spline smoothing.  Gaussian family.
333	inla/airp_ar1	inla	airp_ar1	true	Airline Passengers — AR(1) Temporal Process	airpassengers_temporal	airpassengers	log_y ~ 0 + f(t, model = 'ar1')			https://becarioprecario.bitbucket.io/inla-gitbook/ch-temporal.html	synthetic	inla.jl			Latent AR(1) process over time.  Estimates autocorrelation parameter ρ jointly with the observation variance.  Gaussian family.
334	inla/airp_seasonal	inla	airp_seasonal	true	Airline Passengers — Seasonal Latent Field	airpassengers_temporal	airpassengers	log_y ~ 0 + f(t, model = 'seasonal', season.length = 12)			https://becarioprecario.bitbucket.io/inla-gitbook/ch-temporal.html	synthetic	inla.jl			Seasonal latent field with period 12 months (sum-to-zero constraint within each year).  Captures multiplicative seasonality on the log scale.  Gaussian family.
335	inla/veteran_weibull	inla	veteran_weibull	true	VA Lung Cancer — Weibull Survival Model	veteran_survival	veteran	inla.surv(time, status) ~ trt + celltype + karno + diagtime + age + prior			https://becarioprecario.bitbucket.io/inla-gitbook/ch-survival.html	https://vincentarelbundock.github.io/Rdatasets/csv/survival/veteran.csv	inla.jl			"`inla.surv()` wraps right-censored event times for INLA's survival families. Weibull proportional hazards model (`family = ""weibullsurv""`); the shape parameter is estimated as a hyperparameter."
336	inla/lidar_rw2	inla	lidar_rw2	true	LIDAR — Nonparametric Regression via RW2	lidar_smooth	lidar	logratio ~ -1 + f(range, model = 'rw2', constr = FALSE)			https://becarioprecario.bitbucket.io/inla-gitbook/ch-smoothing.html	https://vincentarelbundock.github.io/Rdatasets/csv/SemiPar/lidar.csv	inla.jl			1D nonparametric regression using a second-order random walk latent field over the continuous predictor `range`.  `constr = FALSE` drops the sum-to-zero constraint; `-1` removes the fixed intercept (absorbed by the random walk). Gaussian family.  Compare with spline-based approaches.
337	inla/surg_binomial	inla	surg_binomial	true	Hospital Mortality — Binomial IID Overdispersion	surg_mortality	surg	r ~ f(hospital, model = 'iid')			https://becarioprecario.bitbucket.io/inla-gitbook/ch-INLA.html	synthetic	inla.jl			"12-hospital mortality benchmark.  `f(hospital, model = ""iid"")` with `family = ""binomial""` (trials = `n`) shrinks small-hospital rates toward the population mean.  Demonstrates PC priors on the precision hyperparameter."
338	inla/boston_besag	inla	boston_besag	true	Boston Housing — Gaussian Spatial (ICAR / Besag)	boston_spatial	boston_housing	log(medv) ~ crim + zn + indus + chas + nox + rm + age + dis + rad + tax + ptratio + black + lstat + f(id, model = 'besag', graph = W)			https://becarioprecario.bitbucket.io/inla-gitbook/ch-spatial.html	https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Boston.csv	inla.jl			"Intrinsic CAR (Besag) spatial random effect for 506 Boston census tracts. `f(id, model = ""besag"", graph = W)` requires an adjacency matrix `W` (spdep object) passed separately — it is not contained in the tabular data. Gaussian family.  Also fitted with `""bym""` (BYM = ICAR + IID) for comparison."
339	mcmcglmm/plodia_iid	mcmcglmm	plodia_iid	true	Phenoloxidase — Gaussian GLMM with Full-Sib Family Random Effect	plodiaPO_iid	plodiaPO	fixed: PO ~ 1; random: ~FSfamily			https://cran.r-project.org/web/packages/MCMCglmm/vignettes/Overview.pdf	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/PlodiaPO.csv	mcmcglmm.jl			Intercept-only fixed effects; `~FSfamily` random intercept partitions phenoloxidase variance into between-family and within-family components.  Gaussian family. Textbook introductory example from the MCMCglmm reference manual.
340	mcmcglmm/btdata_iid	mcmcglmm	btdata_iid	true	Blue Tit Tarsus — Gaussian GLMM with Foster-Nest Random Intercept	btdata_iid	btdata	fixed: tarsus ~ sex + hatchdate; random: ~fosternest			https://jarrodhadfield.github.io/MCMCglmm/course-notes/	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	mcmcglmm.jl			Simple random intercept for rearing nest; estimates shared nest environment contribution to tarsus length.  Gaussian family.
341	mcmcglmm/btdata_animal	mcmcglmm	btdata_animal	true	Blue Tit Tarsus — Animal Model (Additive Genetic Variance)	btdata_animal	btdata	fixed: tarsus ~ sex + hatchdate; random: ~fosternest + animal			https://jarrodhadfield.github.io/MCMCglmm/course-notes/	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	mcmcglmm.jl			The canonical MCMCglmm animal model: `animal` random effect with the inverse numerator relationship matrix `Ainv` (from `BTped` via `inverseA()`) separates additive genetic variance from shared rearing-environment variance. `ginverse = list(animal = Ainv)` must be passed at fitting time.  Gaussian family.
342	mcmcglmm/chickweight_rslope	mcmcglmm	chickweight_rslope	true	Chick Growth — Random Regression (Unstructured G-matrix)	chickweight_rslope	chickweight	fixed: weight ~ Time + I(Time^2) + Diet:Time; random: ~us(1 + Time):Chick			https://jarrodhadfield.github.io/MCMCglmm/course-notes/	https://vincentarelbundock.github.io/Rdatasets/csv/datasets/ChickWeight.csv	mcmcglmm.jl			Individual chicks vary in both baseline weight and growth rate. `~us(1 + Time):Chick` fits a 2×2 unstructured G-matrix per chick capturing the (co)variance of intercepts and slopes.  Gaussian family.
343	mcmcglmm/btdata_bivariate	mcmcglmm	btdata_bivariate	true	Blue Tit Bivariate — Multivariate Gaussian Animal Model	btdata_bivariate	btdata	fixed: cbind(tarsus, back) ~ trait - 1 + trait:sex + trait:hatchdate; random: ~us(trait):fosternest + us(trait):animal; rcov: ~us(trait):units			https://jarrodhadfield.github.io/MCMCglmm/course-notes/	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	mcmcglmm.jl			Joint model for tarsus length and back colour.  `trait - 1` gives one intercept per response; `us(trait):animal` estimates a 2×2 genetic covariance matrix across traits.  Allows estimating genetic correlations between morphological traits. `ginverse = list(animal = Ainv)` required.  Gaussian/Gaussian family.
344	mcmcglmm/pbcseq_bivariate	mcmcglmm	pbcseq_bivariate	true	PBC — Bivariate Gaussian + Threshold Joint Model	pbcseq_bivariate	pbcseq	fixed: cbind(log_bili, ascites) ~ trait - 1 + trait:(age + sex); random: ~us(trait):id; rcov: ~us(trait):units			https://jarrodhadfield.github.io/MCMCglmm/course-notes/	https://vincentarelbundock.github.io/Rdatasets/csv/survival/pbcseq.csv	mcmcglmm.jl			"Joint longitudinal model for continuous log-bilirubin (Gaussian) and binary ascites (threshold/probit).  `family = c(""gaussian"", ""threshold"")`. The residual covariance `~us(trait):units` accounts for within-visit correlation between the two outcomes after conditioning on the shared subject random effect."
345	mcmcglmm/sshorns_ordinal	mcmcglmm	sshorns_ordinal	true	Soay Sheep Horn Type — Ordinal Threshold Model	sshorns_ordinal	sshorns	fixed: horn ~ sex; random: ~id			https://jarrodhadfield.github.io/MCMCglmm/course-notes/	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/SShorns.csv	mcmcglmm.jl			"Ordered threshold (probit) model for horn morphology: polled < scurred < normal. `family = ""threshold""`; residual variance is fixed at 1 for identifiability. `~id` captures repeated-individual variation (some animals appear multiple times)."
346	glmmtmb/owls_zip	glmmtmb	owls_zip	true	Barn Owls — Zero-Inflated Poisson GLMM	owls_zi	owls	NCalls ~ (FT + ArrivalTime)*SexParent + offset(log_brood) + (1|Nest); zi: ~1			https://cran.r-project.org/web/packages/glmmTMB/vignettes/glmmTMB.html	https://vincentarelbundock.github.io/Rdatasets/csv/glmmTMB/Owls.csv	glmmtmb.jl			`glmmTMB` with `family = poisson` and `ziformula = ~1` (constant zero-inflation probability).  Nest random intercept handles clustering; offset accounts for brood size.  Baseline model for owl sibling negotiation calls.
347	glmmtmb/owls_zinb2	glmmtmb	owls_zinb2	true	Barn Owls — Zero-Inflated Negative Binomial (NB2) GLMM	owls_zi	owls	NCalls ~ (FT + ArrivalTime)*SexParent + offset(log_brood) + (1|Nest); zi: ~1			https://cran.r-project.org/web/packages/glmmTMB/vignettes/glmmTMB.html	https://vincentarelbundock.github.io/Rdatasets/csv/glmmTMB/Owls.csv	glmmtmb.jl			Same formula as `:owls_zip` but with `family = nbinom2` (variance = μ + μ²/k). Handles both overdispersion and excess zeros.  AIC typically preferred over the Poisson version.
348	glmmtmb/owls_zinb1	glmmtmb	owls_zinb1	true	Barn Owls — Zero-Inflated Negative Binomial (NB1) GLMM	owls_zi	owls	NCalls ~ (FT + ArrivalTime)*SexParent + BroodSize + (1|Nest); zi: ~1			https://cran.r-project.org/web/packages/glmmTMB/vignettes/glmmTMB.html	https://vincentarelbundock.github.io/Rdatasets/csv/glmmTMB/Owls.csv	glmmtmb.jl			`family = nbinom1` (variance = φμ, linear mean-variance relationship); brood size as a fixed covariate rather than offset.  Contrasts NB1 vs NB2 parameterisation.
349	glmmtmb/owls_hurdle	glmmtmb	owls_hurdle	true	Barn Owls — Hurdle NB1 GLMM	owls_zi	owls	NCalls ~ (FT + ArrivalTime)*SexParent + BroodSize + (1|Nest); zi: ~.			https://cran.r-project.org/web/packages/glmmTMB/vignettes/glmmTMB.html	https://vincentarelbundock.github.io/Rdatasets/csv/glmmTMB/Owls.csv	glmmtmb.jl			Hurdle model: `ziformula = ~.` mirrors the conditional formula in the zero part, combined with `family = truncated_nbinom1` for the positive count part.  Treats zero-generation and positive-count processes as completely separate.
350	glmmtmb/salamanders_zinb2	glmmtmb	salamanders_zinb2	true	Salamanders — ZI NB2 with Species-Varying Zero-Inflation	salamanders_zi	salamanders	count ~ spp + (1|site); zi: ~spp			https://cran.r-project.org/web/packages/glmmTMB/vignettes/glmmTMB.html	https://vincentarelbundock.github.io/Rdatasets/csv/glmmTMB/Salamanders.csv	glmmtmb.jl			Zero-inflation probability varies by species (`ziformula = ~spp`).  The conditional mean count also varies by species with a site random intercept. `family = nbinom2`.
351	glmmtmb/salamanders_genpois	glmmtmb	salamanders_genpois	true	Salamanders — Generalised Poisson with ZI	salamanders_zi	salamanders	count ~ spp + mined + (1|site); zi: ~spp + mined			https://cran.r-project.org/web/packages/glmmTMB/vignettes/glmmTMB.html	https://vincentarelbundock.github.io/Rdatasets/csv/glmmTMB/Salamanders.csv	glmmtmb.jl			`family = genpois` (Generalised Poisson) handles both over- and under-dispersion; zero-inflation depends on both species and mining status.
352	glmmtmb/beta_disp	glmmtmb	beta_disp	true	Beta Regression — Dispersion as Function of Predictor	beta_disp	beta_sim	y ~ x; disp: ~x			https://cran.r-project.org/web/packages/glmmTMB/vignettes/glmmTMB.html	synthetic	glmmtmb.jl			`family = beta_family()` with `dispformula = ~x` models both the mean proportion and the precision (φ) as functions of `x`.  Demonstrates that ignoring heterogeneous dispersion (using `dispformula = ~1`) leads to worse fit.
353	glmmtmb/ar1_covar	glmmtmb	ar1_covar	true	Grouped Time Series — AR(1) Random-Effect Covariance	ar1_covar	ar1_sim	y ~ ar1(times + 0 | group)			https://cran.r-project.org/web/packages/glmmTMB/vignettes/covstruct.html	synthetic	glmmtmb.jl			`ar1(times + 0 | group)` specifies AR(1) autocorrelation across ordered `times` within each `group` as a random-effect covariance structure.  Gaussian family. Distinguishes glmmTMB from lme4, which does not support non-diagonal random-effect covariance natively.
354	glmmtmb/volcano_spatial	glmmtmb	volcano_spatial	true	Volcanic Topography — Spatial Exponential Covariance	volcano_spatial	volcano_spatial	z ~ 1 + exp(pos + 0 | group)			https://cran.r-project.org/web/packages/glmmTMB/vignettes/covstruct.html	synthetic	glmmtmb.jl			`exp(pos + 0 | group)` fits a spatial random field with exponential correlation decay.  `pos` must be a `numFactor` encoding 2D coordinates (x, y).  Gaussian family.  All observations share one group so the full spatial covariance is estimated as a single 100×100 block. Note: `pos = numFactor(x, y)` must be computed before calling `glmmTMB`.
355	glm_jl/dobson_poisson	glm_jl	dobson_poisson	true	Dobson Poisson — Log-Linear GLM	dobson_poisson	dobson_poisson	Counts ~ Outcome + Treatment	poisson		https://juliastats.org/GLM.jl/stable/examples/	synthetic	glm_jl.jl			Canonical example from the GLM.jl documentation (and Dobson 1990). Poisson log-linear model for counts in a two-way layout.  ```julia glm(@formula(Counts ~ Outcome + Treatment), dobson, Poisson()) ```
356	glm_jl/quine_nb	glm_jl	quine_nb	true	Quine — Negative Binomial GLM	quine	quine	Days ~ Eth + Sex + Age + Lrn	negativebinomial		https://juliastats.org/GLM.jl/stable/examples/	https://vincentarelbundock.github.io/Rdatasets/csv/MASS/quine.csv	glm_jl.jl			Negative binomial GLM for overdispersed count data (school absent days). Example from the GLM.jl documentation; R equivalent is `MASS::glm.nb()`.  ```julia negbin(@formula(Days ~ Eth + Sex + Age + Lrn), quine, LogLink()) ```
357	glm_jl/quine_poisson	glm_jl	quine_poisson	true	Quine — Poisson GLM (vs. Negative Binomial)	quine	quine	Days ~ Eth + Sex + Age + Lrn	poisson		https://juliastats.org/GLM.jl/stable/examples/	https://vincentarelbundock.github.io/Rdatasets/csv/MASS/quine.csv	glm_jl.jl			Poisson GLM for school absenteeism counts. Overdispersion relative to Poisson motivates the negative-binomial model (`:quine_nb`). Same formula, different distributional assumption.  ```julia glm(@formula(Days ~ Eth + Sex + Age + Lrn), quine, Poisson()) ```
358	glm_jl/trees_lm	glm_jl	trees_lm	true	Trees — Gaussian GLM (OLS)	trees	trees	Volume ~ Height + Girth	gaussian		https://juliastats.org/GLM.jl/stable/	https://vincentarelbundock.github.io/Rdatasets/csv/datasets/trees.csv	glm_jl.jl			Linear regression of timber volume on tree girth and height; standard OLS via GLM.jl's `lm()` (equivalent to `glm(..., Normal(), IdentityLink())`).  ```julia lm(@formula(Volume ~ Height + Girth), trees) ```
359	glm_jl/pima_logistic	glm_jl	pima_logistic	true	Pima Diabetes — Logistic Regression	pima_diabetes	pima_tr	type ~ npreg + glu + bp + bmi + ped + age	binomial		https://juliastats.org/GLM.jl/stable/	https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Pima.tr.csv	glm_jl.jl			Binary logistic regression for diabetes diagnosis in Pima Indian women. `type` is recoded from Yes/No to integer 0/1.  ```julia glm(@formula(type ~ npreg + glu + bp + bmi + ped + age), pima, Binomial()) ```
360	glm_jl/savings_ols	glm_jl	savings_ols	true	Life-Cycle Savings — Multiple Linear Regression	lifecycle_savings	lifecycle_savings	SR ~ Pop15 + Pop75 + DPI + DDPI	gaussian		https://juliastats.org/GLM.jl/stable/	https://vincentarelbundock.github.io/Rdatasets/csv/datasets/LifeCycleSavings.csv	glm_jl.jl			OLS regression of national savings rate on demographic and income predictors (50 countries). Classic textbook dataset (Belsley et al. 1980).  ```julia lm(@formula(SR ~ Pop15 + Pop75 + DPI + DDPI), LifeCycleSavings) ```
