warmuphmc	warmuphmc_draws	evidence_kind	brmi_parse	stanc	stan_transpile	semantic_route	stan_code_sha256	family_selected	variant	surface_support_class	probe_id	gradient_finite	evidence_from	descriptor	key	deployed	static_error_stage	static_error	translation_status	log_density	runtime_error	stan_data_sha256	sbbrmi_lower	dimension	historical_formula	warmuphmc_error	surface_secondary_gap	family_selected_provenance	source	bridgestan_instantiate	current_brm_body	row_index	data_shape_assumptions	brmi_eval
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	income_mo_city	true			unresolved-family				not-run		ls ~ mo(income) * age + (mo(income) | city)		family evidence remains indeterminate	unresolved	brms	not-run		114	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		gaussian	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	income_mo_city	true			semantic-rewrite				not-run		ls ~ mo(income) * age + (mo(income) | city)			authoritative-audit-explicit-family-recovery	brms	not-run		114	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata	historical-semantics-unresolved		not-run		not-run	btdata_compact	true			unresolved-family				not-run		bf(mvbind(tarsus, back) ~ sex + hatchdate + (1|p|fosternest) + (1|q|dam)) + set_rescor(TRUE)		family evidence remains indeterminate	unresolved	brms	not-run		115	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate		multivariate_gaussian	inferred-family	historical-semantics-unresolved		not-run		not-run	btdata_compact	true			route-specific				not-run		bf(mvbind(tarsus, back) ~ sex + hatchdate + (1|p|fosternest) + (1|q|dam)) + set_rescor(TRUE)		kernel/plate substrate control is separately probed	authoritative-audit-explicit-family-recovery	brms	not-run		115	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata	historical-semantics-unresolved		not-run		not-run	btdata_explicit	true			unresolved-family				not-run		bf(tarsus ~ sex + hatchdate + (1|p|fosternest) + (1|q|dam)) + bf(back ~ sex + hatchdate + (1|p|fosternest) + (1|q|dam)) + set_rescor(TRUE)		family evidence remains indeterminate	unresolved	brms	not-run		116	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate		multivariate_gaussian	inferred-family	historical-semantics-unresolved		not-run		not-run	btdata_explicit	true			route-specific				not-run		bf(tarsus ~ sex + hatchdate + (1|p|fosternest) + (1|q|dam)) + bf(back ~ sex + hatchdate + (1|p|fosternest) + (1|q|dam)) + set_rescor(TRUE)		kernel/plate substrate control is separately probed	authoritative-audit-defensible-semantic-inference	brms	not-run		116	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata	historical-semantics-unresolved		not-run		not-run	btdata_spline	true			unresolved-family				not-run		bf(tarsus ~ sex + s(hatchdate, k=5) + (1|p|fosternest) + (1|q|dam), family = skew_normal()) + bf(back ~ sex + s(hatchdate, k=5) + (1|p|fosternest) + (1|q|dam)) + set_rescor(TRUE)		family evidence remains indeterminate	unresolved	brms	not-run		117	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate		multivariate_skew_normal_gaussian	inferred-family	historical-semantics-unresolved		not-run		not-run	btdata_spline	true			route-specific				not-run		bf(tarsus ~ sex + s(hatchdate, k=5) + (1|p|fosternest) + (1|q|dam), family = skew_normal()) + bf(back ~ sex + s(hatchdate, k=5) + (1|p|fosternest) + (1|q|dam)) + set_rescor(TRUE)		kernel/plate substrate control is separately probed	authoritative-audit-explicit-family-recovery	brms	not-run		117	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	nonlinear_exp	true			unresolved-family				not-run		bf(y ~ b1 * exp(b2 * x), b1 + b2 ~ 1, nl = TRUE)		family evidence remains indeterminate	unresolved	brms	not-run		118	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		gaussian	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	nonlinear_exp	true			semantic-rewrite				not-run		bf(y ~ b1 * exp(b2 * x), b1 + b2 ~ 1, nl = TRUE)			authoritative-audit-explicit-family-recovery	brms	not-run		118	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	nonlinear_linear	true			unresolved-family				not-run		y ~ x		family evidence remains indeterminate	unresolved	brms	not-run		119	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		inherited-identical-probe	pass	pass	pass	ordinary_brm	bd16d2c179883196a07e5ee5e7a599683a0864a3a90ee56902e8c65676bffac3	gaussian	inferred-family	already-expressible-verbatim	a458f12f272bf78b	true	42	pass	nonlinear_linear	true			ready	-7.817384082920588		28d5c8d51b2b49c4c2a58cd6c4a4a15574427da8e534c122c6b752d742c27e19	pass	2	y ~ x			authoritative-audit-explicit-family-recovery	brms	pass	loc ~ x\nlog(sigma) ~ 1\ny ~ Normal(loc, sigma)	119	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	nonlinear_loss	true			unresolved-family				not-run		bf(cum ~ ult * (1 - exp(-(dev/theta)^omega)), ult ~ 1 + (1|AY), omega ~ 1, theta ~ 1, nl = TRUE)		family evidence remains indeterminate	unresolved	brms	not-run		120	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		weibull	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	nonlinear_loss	true			semantic-rewrite				not-run		bf(cum ~ ult * (1 - exp(-(dev/theta)^omega)), ult ~ 1 + (1|AY), omega ~ 1, theta ~ 1, nl = TRUE)			inferred-from-name	brms	not-run		120	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata	historical-semantics-unresolved		not-run		not-run	phylo_simple_re	true			unresolved-family				not-run		phen ~ cofactor + (1|gr(phylo, cov = A))		family evidence remains indeterminate	unresolved	brms	not-run		121	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate		gaussian	inferred-family	historical-semantics-unresolved		not-run		not-run	phylo_simple_re	true			route-specific				not-run		phen ~ cofactor + (1|gr(phylo, cov = A))		kernel/plate substrate control is separately probed	authoritative-audit-explicit-family-recovery	brms	not-run		121	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata	historical-semantics-unresolved		not-run		not-run	phylo_simple_resid	true			unresolved-family				not-run		phen ~ cofactor + (1|gr(phylo, cov = A)) + (1|phylo)		family evidence remains indeterminate	unresolved	brms	not-run		122	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate		gaussian	inferred-family	historical-semantics-unresolved		not-run		not-run	phylo_simple_resid	true			route-specific				not-run		phen ~ cofactor + (1|gr(phylo, cov = A)) + (1|phylo)		kernel/plate substrate control is separately probed	authoritative-audit-defensible-semantic-inference	brms	not-run		122	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata	historical-semantics-unresolved		not-run		not-run	phylo_repeat_re	true			unresolved-family				not-run		phen ~ cofactor + (1|gr(phylo, cov = A)) + (1|species)		family evidence remains indeterminate	unresolved	brms	not-run		123	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate		gaussian	inferred-family	historical-semantics-unresolved		not-run		not-run	phylo_repeat_re	true			route-specific				not-run		phen ~ cofactor + (1|gr(phylo, cov = A)) + (1|species)		kernel/plate substrate control is separately probed	authoritative-audit-defensible-semantic-inference	brms	not-run		123	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata	historical-semantics-unresolved		not-run		not-run	phylo_effect	true			unresolved-family				not-run		Zr | se(sqrt(1/(N-3))) ~ 1 + (1|gr(phylo, cov = A))		family evidence remains indeterminate	unresolved	brms	not-run		124	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate		gaussian	inferred-family	historical-semantics-unresolved		not-run		not-run	phylo_effect	true			route-specific				not-run		Zr | se(sqrt(1/(N-3))) ~ 1 + (1|gr(phylo, cov = A))		kernel/plate substrate control is separately probed	authoritative-audit-explicit-family-recovery	brms	not-run		124	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate			exact-metadata	historical-semantics-unresolved		not-run		not-run	phylo_pois	true			unresolved-family				not-run		phen_pois ~ cofactor + (1|gr(phylo, cov = A))		family evidence remains indeterminate	unresolved	brms	not-run		125	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	stanblocks_plate		poisson	inferred-family	historical-semantics-unresolved		not-run		not-run	phylo_pois	true			route-specific				not-run		phen_pois ~ cofactor + (1|gr(phylo, cov = A))		kernel/plate substrate control is separately probed	inferred-from-name	brms	not-run		125	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	globe	true			unresolved-family				not-run		w | trials(n) ~ 0 + Intercept		family evidence remains indeterminate	unresolved	mcelreath	not-run		126	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	78b9f320b66cc246dcf34bb7935c007dab8b4e91f0e82a3a766e403984283624	binomial	inferred-family	already-expressible-via-semantic-rewrite	8ea9c35750ea257e	true	252	pass	globe	true			ready	-66.54212933375474		e088104ccfcd26b43c753f4482334e20a4606f37f40b48be0719128c163cfe66	pass	1	w | trials(n) ~ 0 + Intercept			inferred-from-response-syntax	mcelreath	pass	log_odds ~ 0 + Intercept\nw ~ BinomialLogit(n, log_odds)	126	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	howell1_intercept	true			unresolved-family				not-run		height ~ 1		family evidence remains indeterminate	unresolved	mcelreath	not-run		127	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	e70a409ebe899e16d06bd39aa56cce1051771195da0ae8c8cd25a53f613f62b3	gaussian	inferred-family	already-expressible-verbatim	5f838e768841e78b	true	254	pass	howell1_intercept	true			ready	-8.47744637392999		7059a319b4c12edfb4b483c4b8151d3019d93e18fbd499b21c5ccf315332f8f2	pass	2	height ~ 1			inferred-from-name	mcelreath	pass	loc ~ 1\nlog(sigma) ~ 1\nheight ~ Normal(loc, sigma)	127	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	howell1_linear	true			unresolved-family				not-run		height ~ 1 + weight_c		family evidence remains indeterminate	unresolved	mcelreath	not-run		128	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	c4313a85b145fc05adf3216366b08024be29890141af6c20acf3f21d675b3e29	gaussian	inferred-family	already-expressible-verbatim	10fa1c93d870604a	true	256	pass	howell1_linear	true			ready	-7.817384082920588		cb9e30d7d986d23b5b5d39f2306383f4d185f221dafbd7ebf8ff24c903933b6b	pass	3	height ~ 1 + weight_c			inferred-from-name	mcelreath	pass	loc ~ 1 + weight_c\nlog(sigma) ~ 1\nheight ~ Normal(loc, sigma)	128	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	howell1_quad	true			unresolved-family				not-run		height ~ 1 + weight_s + weight_s2		family evidence remains indeterminate	unresolved	mcelreath	not-run		129	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	328acb2fd108219e954d7230b17dfd92a387e437801a91ea61ae8939df8c7a07	gaussian	inferred-family	already-expressible-verbatim	3b44e3e6f0ad1753	true	258	pass	howell1_quad	true			ready	-3.8069883206128132		df743f8cc8edf7b61a85d2be02a020f776bb13286c0225af1bdccecacf033e1d	pass	4	height ~ 1 + weight_s + weight_s2			inferred-from-name	mcelreath	pass	loc ~ 1 + weight_s + weight_s2\nlog(sigma) ~ 1\nheight ~ Normal(loc, sigma)	129	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	howell1_cubic	true			unresolved-family				not-run		height ~ 1 + weight_s + weight_s2 + weight_s3		family evidence remains indeterminate	unresolved	mcelreath	not-run		130	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	ea837c7f7f4fb106f36f1d229039562cce9aefc7b9ddadc0e6ec729b38b282f5	gaussian	inferred-family	already-expressible-verbatim	3e66034d9cbc2fb9	true	260	pass	howell1_cubic	true			ready	-1.5583030664754685		e8c129823f3d972b8536fea28634706a83fbdd5a7b02212b2848fea682c0d4d8	pass	5	height ~ 1 + weight_s + weight_s2 + weight_s3			inferred-from-name	mcelreath	pass	loc ~ 1 + weight_s + weight_s2 + weight_s3\nlog(sigma) ~ 1\nheight ~ Normal(loc, sigma)	130	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	howell1_nl	true			unresolved-family				not-run		bf(height ~ a + exp(lb) * weight_c, a ~ 1, lb ~ 1, nl = TRUE)		family evidence remains indeterminate	unresolved	mcelreath	not-run		131	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		gaussian	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	howell1_nl	true			semantic-rewrite				not-run		bf(height ~ a + exp(lb) * weight_c, a ~ 1, lb ~ 1, nl = TRUE)			inferred-from-name	mcelreath	not-run		131	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
